90000000;-77.066352844238281;
90036000;-77.458328247070313;
90072000;-76.946380615234375;
90108000;-76.884963989257813;
90144000;-78.247047424316406;
90180000;-78.072235107421875;
90216000;-77.298553466796875;
90252000;-74.415817260742187;
90288000;-74.963912963867188;
90324000;-74.941055297851563;
90360000;-77.475784301757813;
90396000;-67.456153869628906;
90432000;-47.839248657226563;
90468000;-45.313480377197266;
90504000;-45.14111328125;
90540000;-45.044338226318359;
90576000;-54.834079742431641;
90612000;-66.967262268066406;
90648000;-76.529243469238281;
90684000;-74.977005004882813;
90720000;-75.145668029785156;
90756000;-75.458465576171875;
90792000;-75.743499755859375;
90828000;-75.61566162109375;
90864000;-76.459037780761719;
90900000;-74.530166625976563;
90936000;-73.410865783691406;
90972000;-69.495170593261719;
91008000;-73.380836486816406;
91044000;-74.245559692382812;
91080000;-74.677627563476563;
91116000;-74.84375;
91152000;-75.986557006835938;
91188000;-74.608291625976563;
91224000;-74.324195861816406;
91260000;-75.757827758789063;
91296000;-73.677459716796875;
91332000;-74.999961853027344;
91368000;-76.038215637207031;
91404000;-76.358627319335937;
91440000;-76.719284057617188;
91476000;-76.517501831054687;
91512000;-75.587509155273438;
91548000;-76.123756408691406;
91584000;-75.679344177246094;
91620000;-77.427879333496094;
91656000;-76.343276977539062;
91692000;-76.389396667480469;
91728000;-76.958709716796875;
91764000;-77.458328247070313;
91800000;-77.095565795898438;
91836000;-77.129066467285156;
91872000;-77.315689086914063;
91908000;-77.192237854003906;
91944000;-76.431892395019531;
91980000;-76.053031921386719;
92016000;-77.701400756835938;
92052000;-76.474594116210937;
92088000;-74.037330627441406;
92124000;-75.195907592773438;
92160000;-74.963912963867188;
92196000;-72.324836730957031;
92232000;-77.221878051757812;
92268000;-76.459037780761719;
92304000;-76.691307067871094;
92340000;-76.123756408691406;
92376000;-75.195907592773438;
92412000;-74.785888671875;
92448000;-76.416412353515625;
92484000;-74.072669982910156;
92520000;-72.190727233886719;
92556000;-73.493301391601562;
92592000;-59.355228424072266;
92628000;-58.541679382324219;
92664000;-56.830059051513672;
92700000;-56.792842864990234;
92736000;-56.657062530517578;
92772000;-57.304119110107422;
92808000;-68.617568969726563;
92844000;-74.348533630371094;
92880000;-76.400970458984375;
92916000;-76.301216125488281;
92952000;-76.164962768554688;
92988000;-76.807792663574219;
93024000;-77.204933166503906;
93060000;-75.022979736328125;
93096000;-76.588188171386719;
93132000;-75.851493835449219;
93168000;-76.603973388671875;
93204000;-77.541534423828125;
93240000;-75.232933044433594;
93276000;-72.368392944335938;
93312000;-75.587509155273438;
93348000;-74.586349487304688;
93384000;-76.400970458984375;
93420000;-75.122322082519531;
93456000;-76.443519592285156;
93492000;-76.486274719238281;
93528000;-74.977005004882813;
93564000;-74.505317687988281;
93600000;-75.626243591308594;
93636000;-75.085769653320312;
93672000;-75.307456970214844;
93708000;-76.529243469238281;
93744000;-75.931549072265625;
93780000;-74.437339782714844;
93816000;-74.773078918457031;
93852000;-75.534957885742187;
93888000;-74.856658935546875;
93924000;-74.892265319824219;
93960000;-74.963912963867188;
93996000;-74.963912963867188;
94032000;-70.952522277832031;
94068000;-70.380363464355469;
94104000;-71.037429809570313;
94140000;-71.477043151855469;
94176000;-71.798118591308594;
94212000;-74.892265319824219;
94248000;-73.342765808105469;
94284000;-75.059272766113281;
94320000;-75.321083068847656;
94356000;-75.145668029785156;
94392000;-74.517730712890625;
94428000;-74.856658935546875;
94464000;-74.677627563476563;
94500000;-74.415817260742187;
94536000;-74.245559692382812;
94572000;-73.996269226074219;
94608000;-75.372344970703125;
94644000;-75.524490356445313;
94680000;-74.505317687988281;
94716000;-74.539505004882813;
94752000;-74.016777038574219;
94788000;-74.281761169433594;
94824000;-73.731208801269531;
94860000;-72.641883850097656;
94896000;-72.378097534179687;
94932000;-74.905250549316406;
94968000;-74.785888671875;
95004000;-74.750717163085937;
95040000;-73.213485717773437;
95076000;-72.724884033203125;
95112000;-73.996269226074219;
95148000;-73.391746520996094;
95184000;-74.060874938964844;
95220000;-74.269676208496094;
95256000;-74.449653625488281;
95292000;-74.137847900390625;
95328000;-73.380836486816406;
95364000;-73.372665405273437;
95400000;-72.539863586425781;
95436000;-73.202796936035156;
95472000;-72.567115783691406;
95508000;-73.242942810058594;
95544000;-72.567115783691406;
95580000;-73.046669006347656;
95616000;-72.351425170898438;
95652000;-73.028327941894531;
95688000;-72.770492553710938;
95724000;-63.325149536132812;
95760000;-64.35205078125;
95796000;-63.097793579101563;
95832000;-60.270977020263672;
95868000;-56.813453674316406;
95904000;-55.936302185058594;
95940000;-58.253253936767578;
95976000;-59.931285858154297;
96012000;-67.456153869628906;
96048000;-71.665130615234375;
96084000;-71.42901611328125;
96120000;-73.42181396484375;
96156000;-74.608291625976563;
96192000;-69.762344360351562;
96228000;-72.288711547851562;
96264000;-71.7144775390625;
96300000;-71.730239868164062;
96336000;-71.437728881835938;
96372000;-72.421920776367188;
96408000;-72.999595642089844;
96444000;-73.261734008789063;
96480000;-73.554252624511719;
96516000;-72.395111083984375;
96552000;-72.724884033203125;
96588000;-71.933174133300781;
96624000;-72.164627075195313;
96660000;-71.616058349609375;
96696000;-73.66900634765625;
96732000;-73.291358947753906;
96768000;-71.097984313964844;
96804000;-71.121070861816406;
96840000;-72.71478271484375;
96876000;-72.770492553710938;
96912000;-71.698745727539063;
96948000;-73.192123413085937;
96984000;-72.279106140136719;
97020000;-73.250991821289062;
97056000;-73.719863891601563;
97092000;-73.534812927246094;
97128000;-72.351425170898438;
97164000;-71.161079406738281;
97200000;-69.1988525390625;
97236000;-60.575691223144531;
97272000;-60.3648681640625;
97308000;-54.172706604003906;
